"","Date","Start (ET)","Visitor/Neutral","PTS","Home/Neutral","PTS.1"
"290","Fri, Dec 2, 2016","7:30 pm","Los Angeles Lakers","80","Toronto Raptors","113"
"291","Sat, Dec 3, 2016","7:00 pm","Minnesota Timberwolves","125","Charlotte Hornets","120"
"292","Sat, Dec 3, 2016","8:30 pm","Chicago Bulls","82","Dallas Mavericks","107"
"293","Sat, Dec 3, 2016","10:30 pm","Phoenix Suns","109","Golden State Warriors","138"
"294","Sat, Dec 3, 2016","8:00 pm","Los Angeles Lakers","100","Memphis Grizzlies","103"
"295","Sat, Dec 3, 2016","5:00 pm","Brooklyn Nets","103","Milwaukee Bucks","112"
"296","Sat, Dec 3, 2016","7:30 pm","Boston Celtics","107","Philadelphia 76ers","106"
"297","Sat, Dec 3, 2016","10:00 pm","Miami Heat","92","Portland Trail Blazers","99"
"298","Sat, Dec 3, 2016","7:30 pm","Atlanta Hawks","84","Toronto Raptors","128"
"299","Sat, Dec 3, 2016","9:00 pm","Denver Nuggets","98","Utah Jazz","105"
"300","Sun, Dec 4, 2016","6:00 pm","Orlando Magic","98","Detroit Pistons","92"
"301","Sun, Dec 4, 2016","9:30 pm","Indiana Pacers","111","Los Angeles Clippers","102"
"302","Sun, Dec 4, 2016","7:30 pm","Sacramento Kings","98","New York Knicks","106"
"303","Sun, Dec 4, 2016","7:00 pm","New Orleans Pelicans","92","Oklahoma City Thunder","101"
"304","Mon, Dec 5, 2016","7:30 pm","Oklahoma City Thunder","102","Atlanta Hawks","99"
"305","Mon, Dec 5, 2016","7:30 pm","Washington Wizards","118","Brooklyn Nets","113"
"306","Mon, Dec 5, 2016","8:00 pm","Portland Trail Blazers","112","Chicago Bulls","110"
"307","Mon, Dec 5, 2016","8:30 pm","Charlotte Hornets","109","Dallas Mavericks","101"
"308","Mon, Dec 5, 2016","10:30 pm","Indiana Pacers","106","Golden State Warriors","142"
"309","Mon, Dec 5, 2016","8:00 pm","Boston Celtics","106","Houston Rockets","107"
"310","Mon, Dec 5, 2016","10:30 pm","Utah Jazz","107","Los Angeles Lakers","101"
"311","Mon, Dec 5, 2016","8:00 pm","San Antonio Spurs","97","Milwaukee Bucks","96"
"312","Mon, Dec 5, 2016","8:00 pm","Memphis Grizzlies","110","New Orleans Pelicans","108"
"313","Mon, Dec 5, 2016","7:00 pm","Denver Nuggets","106","Philadelphia 76ers","98"
"314","Mon, Dec 5, 2016","7:30 pm","Cleveland Cavaliers","116","Toronto Raptors","112"
"315","Tue, Dec 6, 2016","7:30 pm","Chicago Bulls","91","Detroit Pistons","102"
"316","Tue, Dec 6, 2016","8:00 pm","Philadelphia 76ers","91","Memphis Grizzlies","96"
"317","Tue, Dec 6, 2016","7:30 pm","New York Knicks","114","Miami Heat","103"
"318","Tue, Dec 6, 2016","8:00 pm","San Antonio Spurs","105","Minnesota Timberwolves","91"
"319","Tue, Dec 6, 2016","9:00 pm","Phoenix Suns","105","Utah Jazz","112"
"320","Tue, Dec 6, 2016","7:00 pm","Orlando Magic","124","Washington Wizards","116"
"321","Wed, Dec 7, 2016","7:30 pm","Miami Heat","95","Atlanta Hawks","103"
"322","Wed, Dec 7, 2016","7:30 pm","Denver Nuggets","111","Brooklyn Nets","116"
"323","Wed, Dec 7, 2016","7:00 pm","Detroit Pistons","77","Charlotte Hornets","87"
"324","Wed, Dec 7, 2016","8:30 pm","Sacramento Kings","120","Dallas Mavericks","89"
"325","Wed, Dec 7, 2016","8:00 pm","Los Angeles Lakers","95","Houston Rockets","134"
"326","Wed, Dec 7, 2016","10:30 pm","Golden State Warriors","115","Los Angeles Clippers","98"
"327","Wed, Dec 7, 2016","8:00 pm","Portland Trail Blazers","107","Milwaukee Bucks","115"
"328","Wed, Dec 7, 2016","8:00 pm","Cleveland Cavaliers","126","New York Knicks","94"
"329","Wed, Dec 7, 2016","7:00 pm","Boston Celtics","117","Orlando Magic","87"
"330","Wed, Dec 7, 2016","9:00 pm","Indiana Pacers","109","Phoenix Suns","94"
"331","Thu, Dec 8, 2016","9:30 pm","San Antonio Spurs","91","Chicago Bulls","95"
"332","Thu, Dec 8, 2016","8:00 pm","Portland Trail Blazers","86","Memphis Grizzlies","88"
"333","Thu, Dec 8, 2016","8:00 pm","Philadelphia 76ers","99","New Orleans Pelicans","88"
"334","Thu, Dec 8, 2016","7:00 pm","Minnesota Timberwolves","110","Toronto Raptors","124"
"335","Thu, Dec 8, 2016","9:00 pm","Golden State Warriors","106","Utah Jazz","99"
"336","Thu, Dec 8, 2016","7:00 pm","Denver Nuggets","85","Washington Wizards","92"
"337","Fri, Dec 9, 2016","7:30 pm","Toronto Raptors","101","Boston Celtics","94"
"338","Fri, Dec 9, 2016","7:00 pm","Orlando Magic","88","Charlotte Hornets","109"
"339","Fri, Dec 9, 2016","7:30 pm","Miami Heat","84","Cleveland Cavaliers","114"
"340","Fri, Dec 9, 2016","8:30 pm","Indiana Pacers","103","Dallas Mavericks","111"
"341","Fri, Dec 9, 2016","10:30 pm","Phoenix Suns","119","Los Angeles Lakers","115"
"342","Fri, Dec 9, 2016","8:00 pm","Atlanta Hawks","114","Milwaukee Bucks","110"
"343","Fri, Dec 9, 2016","8:00 pm","Detroit Pistons","117","Minnesota Timberwolves","90"
"344","Fri, Dec 9, 2016","8:00 pm","Houston Rockets","102","Oklahoma City Thunder","99"
"345","Fri, Dec 9, 2016","10:30 pm","New York Knicks","103","Sacramento Kings","100"
"346","Sat, Dec 10, 2016","8:00 pm","Miami Heat","100","Chicago Bulls","105"
"347","Sat, Dec 10, 2016","7:30 pm","Charlotte Hornets","105","Cleveland Cavaliers","116"
"348","Sat, Dec 10, 2016","8:00 pm","Dallas Mavericks","87","Houston Rockets","109"
"349","Sat, Dec 10, 2016","7:00 pm","Portland Trail Blazers","111","Indiana Pacers","118"
"350","Sat, Dec 10, 2016","10:30 pm","New Orleans Pelicans","105","Los Angeles Clippers","133"
"351","Sat, Dec 10, 2016","8:00 pm","Golden State Warriors","89","Memphis Grizzlies","110"
"352","Sat, Dec 10, 2016","7:00 pm","Denver Nuggets","121","Orlando Magic","113"
"353","Sat, Dec 10, 2016","8:30 pm","Brooklyn Nets","101","San Antonio Spurs","130"
"354","Sat, Dec 10, 2016","9:00 pm","Sacramento Kings","84","Utah Jazz","104"
"355","Sat, Dec 10, 2016","7:00 pm","Milwaukee Bucks","105","Washington Wizards","110"
"356","Sun, Dec 11, 2016","6:00 pm","Philadelphia 76ers","97","Detroit Pistons","79"
"357","Sun, Dec 11, 2016","9:30 pm","New York Knicks","118","Los Angeles Lakers","112"
"358","Sun, Dec 11, 2016","7:00 pm","Golden State Warriors","116","Minnesota Timberwolves","108"
"359","Sun, Dec 11, 2016","7:00 pm","Boston Celtics","96","Oklahoma City Thunder","99"
"360","Sun, Dec 11, 2016","8:30 pm","New Orleans Pelicans","120","Phoenix Suns","119"
"361","Mon, Dec 12, 2016","8:30 pm","Denver Nuggets","92","Dallas Mavericks","112"
"362","Mon, Dec 12, 2016","8:00 pm","Brooklyn Nets","118","Houston Rockets","122"
"363","Mon, Dec 12, 2016","7:00 pm","Charlotte Hornets","94","Indiana Pacers","110"
"364","Mon, Dec 12, 2016","10:30 pm","Portland Trail Blazers","120","Los Angeles Clippers","121"
"365","Mon, Dec 12, 2016","7:30 pm","Washington Wizards","101","Miami Heat","112"
"366","Mon, Dec 12, 2016","10:30 pm","Los Angeles Lakers","92","Sacramento Kings","116"
"367","Mon, Dec 12, 2016","7:30 pm","Milwaukee Bucks","100","Toronto Raptors","122"
"368","Tue, Dec 13, 2016","7:30 pm","Orlando Magic","131","Atlanta Hawks","120"
"369","Tue, Dec 13, 2016","8:00 pm","Minnesota Timberwolves","99","Chicago Bulls","94"
"370","Tue, Dec 13, 2016","7:00 pm","Memphis Grizzlies","86","Cleveland Cavaliers","103"
"371","Tue, Dec 13, 2016","8:00 pm","Golden State Warriors","113","New Orleans Pelicans","109"
"372","Tue, Dec 13, 2016","9:00 pm","New York Knicks","111","Phoenix Suns","113"
"373","Tue, Dec 13, 2016","10:30 pm","Oklahoma City Thunder","95","Portland Trail Blazers","114"
"374","Wed, Dec 14, 2016","7:30 pm","Los Angeles Lakers","97","Brooklyn Nets","107"
"375","Wed, Dec 14, 2016","8:30 pm","Detroit Pistons","95","Dallas Mavericks","85"
"376","Wed, Dec 14, 2016","8:00 pm","Sacramento Kings","98","Houston Rockets","132"
"377","Wed, Dec 14, 2016","8:00 pm","Cleveland Cavaliers","85","Memphis Grizzlies","93"
"378","Wed, Dec 14, 2016","7:00 pm","Indiana Pacers","89","Miami Heat","95"
"379","Wed, Dec 14, 2016","7:00 pm","Los Angeles Clippers","113","Orlando Magic","108"
"380","Wed, Dec 14, 2016","7:00 pm","Toronto Raptors","123","Philadelphia 76ers","114"
"381","Wed, Dec 14, 2016","9:30 pm","Boston Celtics","101","San Antonio Spurs","108"
"382","Wed, Dec 14, 2016","9:00 pm","Oklahoma City Thunder","89","Utah Jazz","109"
"383","Wed, Dec 14, 2016","7:00 pm","Charlotte Hornets","106","Washington Wizards","109"
"384","Thu, Dec 15, 2016","9:00 pm","Portland Trail Blazers","120","Denver Nuggets","132"
"385","Thu, Dec 15, 2016","10:30 pm","New York Knicks","90","Golden State Warriors","103"
"386","Thu, Dec 15, 2016","8:00 pm","Chicago Bulls","97","Milwaukee Bucks","108"
"387","Thu, Dec 15, 2016","8:00 pm","Indiana Pacers","95","New Orleans Pelicans","102"
"388","Thu, Dec 15, 2016","9:00 pm","San Antonio Spurs","107","Phoenix Suns","92"
"389","Fri, Dec 16, 2016","7:30 pm","Charlotte Hornets","88","Boston Celtics","96"
"390","Fri, Dec 16, 2016","8:00 pm","Milwaukee Bucks","95","Chicago Bulls","69"
"391","Fri, Dec 16, 2016","8:00 pm","New Orleans Pelicans","100","Houston Rockets","122"
"392","Fri, Dec 16, 2016","8:00 pm","Sacramento Kings","96","Memphis Grizzlies","92"
"393","Fri, Dec 16, 2016","8:00 pm","Los Angeles Clippers","102","Miami Heat","98"
"394","Fri, Dec 16, 2016","7:00 pm","Brooklyn Nets","111","Orlando Magic","118"
"395","Fri, Dec 16, 2016","8:00 pm","Los Angeles Lakers","100","Philadelphia 76ers","89"
"396","Fri, Dec 16, 2016","7:30 pm","Atlanta Hawks","125","Toronto Raptors","121"
"397","Fri, Dec 16, 2016","10:30 pm","Dallas Mavericks","100","Utah Jazz","103"
"398","Fri, Dec 16, 2016","7:00 pm","Detroit Pistons","108","Washington Wizards","122"
"399","Sat, Dec 17, 2016","7:30 pm","Charlotte Hornets","107","Atlanta Hawks","99"
"400","Sat, Dec 17, 2016","7:30 pm","Los Angeles Lakers","108","Cleveland Cavaliers","119"
"401","Sat, Dec 17, 2016","9:00 pm","New York Knicks","114","Denver Nuggets","127"
"402","Sat, Dec 17, 2016","7:00 pm","Indiana Pacers","105","Detroit Pistons","90"
"403","Sat, Dec 17, 2016","10:30 pm","Portland Trail Blazers","90","Golden State Warriors","135"
"404","Sat, Dec 17, 2016","8:00 pm","Houston Rockets","111","Minnesota Timberwolves","109"
"405","Sat, Dec 17, 2016","5:00 pm","Phoenix Suns","101","Oklahoma City Thunder","114"
"406","Sun, Dec 18, 2016","4:00 pm","Sacramento Kings","79","Dallas Mavericks","99"
"407","Sun, Dec 18, 2016","6:00 pm","Utah Jazz","82","Memphis Grizzlies","73"
"408","Sun, Dec 18, 2016","6:00 pm","Boston Celtics","105","Miami Heat","95"
"409","Sun, Dec 18, 2016","6:00 pm","Toronto Raptors","109","Orlando Magic","79"
"410","Sun, Dec 18, 2016","6:00 pm","Brooklyn Nets","107","Philadelphia 76ers","108"
"411","Sun, Dec 18, 2016","7:00 pm","New Orleans Pelicans","100","San Antonio Spurs","113"
"412","Sun, Dec 18, 2016","3:30 pm","Los Angeles Clippers","110","Washington Wizards","117"
"413","Mon, Dec 19, 2016","8:00 pm","Detroit Pistons","82","Chicago Bulls","113"
"414","Mon, Dec 19, 2016","9:00 pm","Dallas Mavericks","107","Denver Nuggets","117"
"415","Mon, Dec 19, 2016","7:00 pm","Washington Wizards","105","Indiana Pacers","107"
"416","Mon, Dec 19, 2016","8:00 pm","Phoenix Suns","108","Minnesota Timberwolves","115"
"417","Mon, Dec 19, 2016","8:00 pm","Atlanta Hawks","110","Oklahoma City Thunder","108"
"418","Tue, Dec 20, 2016","7:00 pm","Los Angeles Lakers","113","Charlotte Hornets","117"
"419","Tue, Dec 20, 2016","10:30 pm","Utah Jazz","74","Golden State Warriors","104"
"420","Tue, Dec 20, 2016","8:00 pm","San Antonio Spurs","102","Houston Rockets","100"
"421","Tue, Dec 20, 2016","10:30 pm","Denver Nuggets","102","Los Angeles Clippers","119"
"422","Tue, Dec 20, 2016","8:00 pm","Boston Celtics","112","Memphis Grizzlies","109"
"423","Tue, Dec 20, 2016","7:30 pm","Orlando Magic","136","Miami Heat","130"
"424","Tue, Dec 20, 2016","8:00 pm","Cleveland Cavaliers","114","Milwaukee Bucks","108"
"425","Tue, Dec 20, 2016","7:30 pm","Indiana Pacers","111","New York Knicks","118"
"426","Tue, Dec 20, 2016","7:00 pm","New Orleans Pelicans","108","Philadelphia 76ers","93"
"427","Tue, Dec 20, 2016","10:30 pm","Portland Trail Blazers","121","Sacramento Kings","126"
"428","Tue, Dec 20, 2016","7:30 pm","Brooklyn Nets","104","Toronto Raptors","116"
"429","Wed, Dec 21, 2016","7:30 pm","Minnesota Timberwolves","92","Atlanta Hawks","84"
"430","Wed, Dec 21, 2016","8:00 pm","Washington Wizards","107","Chicago Bulls","97"
"431","Wed, Dec 21, 2016","7:00 pm","Milwaukee Bucks","102","Cleveland Cavaliers","113"
"432","Wed, Dec 21, 2016","7:30 pm","Memphis Grizzlies","98","Detroit Pistons","86"
"433","Wed, Dec 21, 2016","8:00 pm","Oklahoma City Thunder","121","New Orleans Pelicans","110"
"434","Wed, Dec 21, 2016","9:00 pm","Houston Rockets","125","Phoenix Suns","111"
"435","Wed, Dec 21, 2016","10:00 pm","Dallas Mavericks","96","Portland Trail Blazers","95"
"436","Wed, Dec 21, 2016","9:00 pm","Sacramento Kings","94","Utah Jazz","93"
"437","Thu, Dec 22, 2016","7:30 pm","Golden State Warriors","117","Brooklyn Nets","101"
"438","Thu, Dec 22, 2016","7:00 pm","Boston Celtics","109","Indiana Pacers","102"
"439","Thu, Dec 22, 2016","10:30 pm","San Antonio Spurs","101","Los Angeles Clippers","106"
"440","Thu, Dec 22, 2016","8:00 pm","Los Angeles Lakers","107","Miami Heat","115"
"441","Thu, Dec 22, 2016","7:30 pm","Orlando Magic","95","New York Knicks","106"
"442","Fri, Dec 23, 2016","7:30 pm","Oklahoma City Thunder","117","Boston Celtics","112"
"443","Fri, Dec 23, 2016","7:00 pm","Chicago Bulls","91","Charlotte Hornets","103"
"444","Fri, Dec 23, 2016","7:30 pm","Brooklyn Nets","99","Cleveland Cavaliers","119"
"445","Fri, Dec 23, 2016","9:00 pm","Atlanta Hawks","109","Denver Nuggets","108"
"446","Fri, Dec 23, 2016","7:30 pm","Golden State Warriors","119","Detroit Pistons","113"
"447","Fri, Dec 23, 2016","10:30 pm","Dallas Mavericks","90","Los Angeles Clippers","88"
"448","Fri, Dec 23, 2016","8:00 pm","Houston Rockets","109","Memphis Grizzlies","115"
"449","Fri, Dec 23, 2016","8:00 pm","Washington Wizards","96","Milwaukee Bucks","123"
"450","Fri, Dec 23, 2016","8:00 pm","Sacramento Kings","109","Minnesota Timberwolves","105"
"451","Fri, Dec 23, 2016","8:00 pm","Miami Heat","87","New Orleans Pelicans","91"
"452","Fri, Dec 23, 2016","7:00 pm","Los Angeles Lakers","90","Orlando Magic","109"
"453","Fri, Dec 23, 2016","9:00 pm","Philadelphia 76ers","116","Phoenix Suns","123"
"454","Fri, Dec 23, 2016","10:00 pm","San Antonio Spurs","110","Portland Trail Blazers","90"
"455","Fri, Dec 23, 2016","9:00 pm","Toronto Raptors","104","Utah Jazz","98"
"456","Sun, Dec 25, 2016","2:30 pm","Golden State Warriors","108","Cleveland Cavaliers","109"
"457","Sun, Dec 25, 2016","10:30 pm","Los Angeles Clippers","102","Los Angeles Lakers","111"
"458","Sun, Dec 25, 2016","12:00 pm","Boston Celtics","119","New York Knicks","114"
"459","Sun, Dec 25, 2016","8:00 pm","Minnesota Timberwolves","100","Oklahoma City Thunder","112"
"460","Sun, Dec 25, 2016","5:00 pm","Chicago Bulls","100","San Antonio Spurs","119"
"461","Mon, Dec 26, 2016","7:30 pm","Charlotte Hornets","118","Brooklyn Nets","120"
"462","Mon, Dec 26, 2016","8:00 pm","Indiana Pacers","85","Chicago Bulls","90"
"463","Mon, Dec 26, 2016","7:30 pm","Cleveland Cavaliers","90","Detroit Pistons","106"
"464","Mon, Dec 26, 2016","8:00 pm","Phoenix Suns","115","Houston Rockets","131"
"465","Mon, Dec 26, 2016","10:30 pm","Denver Nuggets","106","Los Angeles Clippers","102"
"466","Mon, Dec 26, 2016","8:00 pm","Atlanta Hawks","90","Minnesota Timberwolves","104"
"467","Mon, Dec 26, 2016","8:00 pm","Dallas Mavericks","104","New Orleans Pelicans","111"
"468","Mon, Dec 26, 2016","7:00 pm","Memphis Grizzlies","102","Orlando Magic","112"
"469","Mon, Dec 26, 2016","10:00 pm","Toronto Raptors","95","Portland Trail Blazers","91"
"470","Mon, Dec 26, 2016","10:30 pm","Philadelphia 76ers","100","Sacramento Kings","102"
"471","Mon, Dec 26, 2016","7:00 pm","Milwaukee Bucks","102","Washington Wizards","107"
"472","Tue, Dec 27, 2016","7:30 pm","Memphis Grizzlies","103","Boston Celtics","113"
"473","Tue, Dec 27, 2016","8:30 pm","Houston Rockets","123","Dallas Mavericks","107"
"474","Tue, Dec 27, 2016","10:30 pm","Utah Jazz","102","Los Angeles Lakers","100"
"475","Tue, Dec 27, 2016","7:30 pm","Oklahoma City Thunder","106","Miami Heat","94"
"476","Wed, Dec 28, 2016","7:30 pm","New York Knicks","98","Atlanta Hawks","102"
"477","Wed, Dec 28, 2016","8:00 pm","Brooklyn Nets","99","Chicago Bulls","101"
"478","Wed, Dec 28, 2016","9:00 pm","Minnesota Timberwolves","103","Denver Nuggets","105"
"479","Wed, Dec 28, 2016","7:30 pm","Milwaukee Bucks","119","Detroit Pistons","94"
"480","Wed, Dec 28, 2016","10:30 pm","Toronto Raptors","111","Golden State Warriors","121"
"481","Wed, Dec 28, 2016","8:00 pm","Los Angeles Clippers","98","New Orleans Pelicans","102"
"482","Wed, Dec 28, 2016","7:00 pm","Charlotte Hornets","120","Orlando Magic","101"
"483","Wed, Dec 28, 2016","10:00 pm","Sacramento Kings","89","Portland Trail Blazers","102"
"484","Wed, Dec 28, 2016","8:30 pm","Phoenix Suns","98","San Antonio Spurs","119"
"485","Wed, Dec 28, 2016","7:00 pm","Indiana Pacers","105","Washington Wizards","111"
"486","Thu, Dec 29, 2016","7:00 pm","Miami Heat","82","Charlotte Hornets","91"
"487","Thu, Dec 29, 2016","8:00 pm","Boston Celtics","118","Cleveland Cavaliers","124"
"488","Thu, Dec 29, 2016","10:30 pm","Dallas Mavericks","101","Los Angeles Lakers","89"
"489","Thu, Dec 29, 2016","8:00 pm","Oklahoma City Thunder","80","Memphis Grizzlies","114"
"490","Thu, Dec 29, 2016","9:00 pm","Toronto Raptors","91","Phoenix Suns","99"
"491","Thu, Dec 29, 2016","9:00 pm","Philadelphia 76ers","83","Utah Jazz","100"
"492","Fri, Dec 30, 2016","8:00 pm","Detroit Pistons","98","Atlanta Hawks","105"
"493","Fri, Dec 30, 2016","7:30 pm","Miami Heat","114","Boston Celtics","117"
"494","Fri, Dec 30, 2016","9:00 pm","Philadelphia 76ers","124","Denver Nuggets","122"
"495","Fri, Dec 30, 2016","10:30 pm","Dallas Mavericks","99","Golden State Warriors","108"
"496","Fri, Dec 30, 2016","8:00 pm","Los Angeles Clippers","116","Houston Rockets","140"
"497","Fri, Dec 30, 2016","4:00 pm","Chicago Bulls","101","Indiana Pacers","111"
"498","Fri, Dec 30, 2016","8:00 pm","Milwaukee Bucks","99","Minnesota Timberwolves","116"
"499","Fri, Dec 30, 2016","8:00 pm","New York Knicks","92","New Orleans Pelicans","104"
"500","Fri, Dec 30, 2016","8:30 pm","Portland Trail Blazers","94","San Antonio Spurs","110"
"501","Fri, Dec 30, 2016","7:00 pm","Brooklyn Nets","95","Washington Wizards","118"
"502","Sat, Dec 31, 2016","7:00 pm","Milwaukee Bucks","116","Chicago Bulls","96"
"503","Sat, Dec 31, 2016","7:00 pm","Cleveland Cavaliers","121","Charlotte Hornets","109"
"504","Sat, Dec 31, 2016","8:00 pm","New York Knicks","122","Houston Rockets","129"
"505","Sat, Dec 31, 2016","8:00 pm","Los Angeles Clippers","88","Oklahoma City Thunder","114"
"506","Sat, Dec 31, 2016","5:00 pm","Memphis Grizzlies","112","Sacramento Kings","98"
"507","Sat, Dec 31, 2016","8:00 pm","Phoenix Suns","86","Utah Jazz","91"
"508","Sun, Jan 1, 2017","6:00 pm","San Antonio Spurs","112","Atlanta Hawks","114"
"509","Sun, Jan 1, 2017","6:00 pm","Orlando Magic","104","Indiana Pacers","117"
"510","Sun, Jan 1, 2017","9:30 pm","Toronto Raptors","123","Los Angeles Lakers","114"
"511","Sun, Jan 1, 2017","6:00 pm","Detroit Pistons","107","Miami Heat","98"
"512","Sun, Jan 1, 2017","7:00 pm","Portland Trail Blazers","95","Minnesota Timberwolves","89"
"513","Mon, Jan 2, 2017","7:30 pm","Utah Jazz","101","Brooklyn Nets","89"
"514","Mon, Jan 2, 2017","8:00 pm","Charlotte Hornets","111","Chicago Bulls","118"
"515","Mon, Jan 2, 2017","7:00 pm","New Orleans Pelicans","82","Cleveland Cavaliers","90"
"516","Mon, Jan 2, 2017","10:30 pm","Denver Nuggets","119","Golden State Warriors","127"
"517","Mon, Jan 2, 2017","8:00 pm","Washington Wizards","91","Houston Rockets","101"
"518","Mon, Jan 2, 2017","10:30 pm","Phoenix Suns","98","Los Angeles Clippers","109"
"519","Mon, Jan 2, 2017","7:00 pm","Oklahoma City Thunder","94","Milwaukee Bucks","98"
"520","Mon, Jan 2, 2017","7:30 pm","Orlando Magic","115","New York Knicks","103"
"521","Tue, Jan 3, 2017","7:30 pm","Utah Jazz","104","Boston Celtics","115"
"522","Tue, Jan 3, 2017","8:30 pm","Washington Wizards","105","Dallas Mavericks","113"
"523","Tue, Jan 3, 2017","9:00 pm","Sacramento Kings","120","Denver Nuggets","113"
"524","Tue, Jan 3, 2017","7:30 pm","Indiana Pacers","121","Detroit Pistons","116"
"525","Tue, Jan 3, 2017","10:30 pm","Memphis Grizzlies","102","Los Angeles Lakers","116"
"526","Tue, Jan 3, 2017","7:00 pm","Minnesota Timberwolves","91","Philadelphia 76ers","93"
"527","Tue, Jan 3, 2017","9:00 pm","Miami Heat","90","Phoenix Suns","99"
"528","Tue, Jan 3, 2017","8:30 pm","Toronto Raptors","82","San Antonio Spurs","110"
"529","Wed, Jan 4, 2017","7:00 pm","Oklahoma City Thunder","112","Charlotte Hornets","123"
"530","Wed, Jan 4, 2017","8:00 pm","Chicago Bulls","106","Cleveland Cavaliers","94"
"531","Wed, Jan 4, 2017","10:30 pm","Portland Trail Blazers","117","Golden State Warriors","125"
"532","Wed, Jan 4, 2017","10:30 pm","Memphis Grizzlies","106","Los Angeles Clippers","115"
"533","Wed, Jan 4, 2017","7:30 pm","Milwaukee Bucks","105","New York Knicks","104"
"534","Wed, Jan 4, 2017","7:00 pm","Atlanta Hawks","111","Orlando Magic","92"
"535","Wed, Jan 4, 2017","10:30 pm","Miami Heat","107","Sacramento Kings","102"
"536","Thu, Jan 5, 2017","8:30 pm","Phoenix Suns","102","Dallas Mavericks","95"
"537","Thu, Jan 5, 2017","9:00 pm","San Antonio Spurs","127","Denver Nuggets","99"
"538","Thu, Jan 5, 2017","7:30 pm","Charlotte Hornets","114","Detroit Pistons","115"
"539","Thu, Jan 5, 2017","8:00 pm","Oklahoma City Thunder","116","Houston Rockets","118"
"540","Thu, Jan 5, 2017","7:00 pm","Brooklyn Nets","109","Indiana Pacers","121"
"541","Thu, Jan 5, 2017","8:00 pm","Atlanta Hawks","99","New Orleans Pelicans","94"
"542","Thu, Jan 5, 2017","10:30 pm","Los Angeles Lakers","109","Portland Trail Blazers","118"
"543","Thu, Jan 5, 2017","7:30 pm","Utah Jazz","93","Toronto Raptors","101"
"544","Fri, Jan 6, 2017","7:30 pm","Philadelphia 76ers","106","Boston Celtics","110"
"545","Fri, Jan 6, 2017","7:30 pm","Cleveland Cavaliers","116","Brooklyn Nets","108"
"546","Fri, Jan 6, 2017","10:30 pm","Memphis Grizzlies","128","Golden State Warriors","119"
"547","Fri, Jan 6, 2017","10:30 pm","Miami Heat","100","Los Angeles Lakers","127"
"548","Fri, Jan 6, 2017","8:00 pm","New York Knicks","116","Milwaukee Bucks","111"
"549","Fri, Jan 6, 2017","7:00 pm","Houston Rockets","100","Orlando Magic","93"
"550","Fri, Jan 6, 2017","10:30 pm","Los Angeles Clippers","106","Sacramento Kings","98"
"551","Fri, Jan 6, 2017","7:00 pm","Minnesota Timberwolves","105","Washington Wizards","112"
"552","Sat, Jan 7, 2017","7:30 pm","New Orleans Pelicans","108","Boston Celtics","117"
"553","Sat, Jan 7, 2017","8:00 pm","Toronto Raptors","118","Chicago Bulls","123"
"554","Sat, Jan 7, 2017","8:30 pm","Atlanta Hawks","97","Dallas Mavericks","82"
"555","Sat, Jan 7, 2017","7:00 pm","New York Knicks","109","Indiana Pacers","123"
"556","Sat, Jan 7, 2017","8:00 pm","Utah Jazz","94","Minnesota Timberwolves","92"
"557","Sat, Jan 7, 2017","8:00 pm","Denver Nuggets","106","Oklahoma City Thunder","121"
"558","Sat, Jan 7, 2017","8:30 pm","Charlotte Hornets","85","San Antonio Spurs","102"
"559","Sun, Jan 8, 2017","12:00 pm","Philadelphia 76ers","105","Brooklyn Nets","95"
"560","Sun, Jan 8, 2017","3:30 pm","Miami Heat","86","Los Angeles Clippers","98"
"561","Sun, Jan 8, 2017","9:30 pm","Orlando Magic","95","Los Angeles Lakers","111"
"562","Sun, Jan 8, 2017","8:00 pm","Utah Jazz","79","Memphis Grizzlies","88"
"563","Sun, Jan 8, 2017","2:00 pm","Washington Wizards","107","Milwaukee Bucks","101"
"564","Sun, Jan 8, 2017","8:30 pm","Cleveland Cavaliers","120","Phoenix Suns","116"
"565","Sun, Jan 8, 2017","9:00 pm","Detroit Pistons","125","Portland Trail Blazers","124"
"566","Sun, Jan 8, 2017","9:00 pm","Golden State Warriors","117","Sacramento Kings","106"
"567","Sun, Jan 8, 2017","6:00 pm","Houston Rockets","129","Toronto Raptors","122"
"568","Mon, Jan 9, 2017","8:00 pm","Oklahoma City Thunder","109","Chicago Bulls","94"
"569","Mon, Jan 9, 2017","8:00 pm","Dallas Mavericks","92","Minnesota Timberwolves","101"
"570","Mon, Jan 9, 2017","7:30 pm","New Orleans Pelicans","110","New York Knicks","96"
"571","Tue, Jan 10, 2017","7:30 pm","Atlanta Hawks","117","Brooklyn Nets","97"
"572","Tue, Jan 10, 2017","10:30 pm","Miami Heat","95","Golden State Warriors","107"
"573","Tue, Jan 10, 2017","8:00 pm","Charlotte Hornets","114","Houston Rockets","121"
"574","Tue, Jan 10, 2017","10:30 pm","Portland Trail Blazers","108","Los Angeles Lakers","87"
"575","Tue, Jan 10, 2017","10:30 pm","Detroit Pistons","94","Sacramento Kings","100"
"576","Tue, Jan 10, 2017","8:30 pm","Milwaukee Bucks","109","San Antonio Spurs","107"
"577","Tue, Jan 10, 2017","7:30 pm","Boston Celtics","106","Toronto Raptors","114"
"578","Tue, Jan 10, 2017","9:00 pm","Cleveland Cavaliers","92","Utah Jazz","100"
