No,Player,G,Min,Pts,Reb,Ast,Stl,Blk,To,Pf,Dreb,Oreb,Fgm-a,Pct,3gm-a,Pct,Ftm-a,Pct,eff
157,B. Bogdanovic,81,25.7,13.7,3.4,1.4,0.4,0.1,1.6,1.8,3,0.5,4.6-10.4,0.445,1.8-4.8,0.367,2.7-3.0,0.893,11.3
158,A. Poythress,6,26.1,10.7,4.7,0.8,0.5,0.2,0.5,2.3,2.8,1.8,4.2-9.0,0.463,1.0-3.2,0.316,1.3-1.7,0.8,11.2
159,J. Nelson,75,27.3,9.2,2.5,5.1,0.7,0.1,1.7,2.6,2.2,0.4,3.6-8.1,0.444,1.4-3.6,0.388,0.6-0.8,0.714,11.2
160,N. Hilario,67,17.9,9.1,4.2,1,0.8,0.6,1.1,2.4,2.8,1.4,3.7-5.9,0.617,0.0-0.1,0.333,1.7-2.9,0.589,11.1
161,D. Dedmon,76,17.5,5.1,6.5,0.6,0.5,0.9,0.8,2.4,4.8,1.7,2.1-3.4,0.622,0.0-0.0,-,0.9-1.2,0.699,11.1
162,S. Long,17,13.7,8.7,4.9,0.8,0.5,0.5,0.8,2.9,2.6,2.4,3.6-6.4,0.565,0.4-1.1,0.368,1.1-2.1,0.543,11
163,A. Williams,47,15.1,7.4,6.2,0.5,0.6,0.7,0.8,2.7,4.2,2,2.9-5.7,0.517,0.0-0.0,-,1.5-2.4,0.625,10.9
164,A. Johnson,80,20.1,6.5,4.5,1.8,0.6,0.8,1,2.6,3.1,1.5,2.7-4.6,0.577,0.3-0.8,0.409,0.8-1.3,0.67,10.9
165,P. Tucker,81,27.6,6.7,5.8,1.2,1.5,0.2,0.8,2.4,4.3,1.4,2.5-5.9,0.414,0.9-2.4,0.357,0.9-1.1,0.774,10.8
166,B. Biyombo,81,22.1,6,7,0.9,0.3,1.1,1.2,2.5,5.1,2,2.2-4.2,0.525,0.0-0.0,-,1.5-2.9,0.534,10.8
167,A. Bogut,27,21.6,2.9,8,1.8,0.5,0.9,1.6,3.2,6,2,1.4-3.0,0.469,0.0-0.0,-,0.1-0.4,0.273,10.7
168,J. Lamb,62,18.4,9.7,4.2,1.2,0.4,0.4,0.6,1.6,3.7,0.5,3.6-7.9,0.459,0.7-2.4,0.279,1.8-2.1,0.853,10.7
169,J. Henson,58,19.4,6.8,5.1,1,0.5,1.4,0.9,2.6,3.5,1.6,2.7-5.3,0.513,0.0-0.0,-,1.3-1.8,0.692,10.6
170,K. Koufos,71,20,6.6,5.7,0.6,0.5,0.7,0.9,2.4,4,1.7,3.0-5.5,0.551,0.0-0.0,-,0.5-0.9,0.613,10.5
171,N. Young,60,25.9,13.2,2.3,1,0.7,0.2,0.6,2.3,1.9,0.4,4.5-10.5,0.431,2.8-7.0,0.406,1.3-1.5,0.856,10.5
172,J. Richardson,53,30.5,10.2,3.2,2.6,1.2,0.8,1.2,2.5,2.5,0.6,3.8-9.6,0.396,1.4-4.2,0.333,1.1-1.5,0.779,10.5
173,E. Turner,65,25.5,9,3.8,3.2,0.8,0.4,1.5,1.9,3.2,0.6,3.6-8.5,0.426,0.5-1.8,0.263,1.3-1.6,0.825,10.5
174,W. Cauley-Stein,75,18.9,8.1,4.5,1.1,0.7,0.6,0.9,2,3.3,1.1,3.4-6.4,0.53,0.0-0.0,-,1.3-2.0,0.669,10.4
175,S. Labissiere,33,18.5,8.8,4.8,0.8,0.5,0.4,1.2,1.9,3.3,1.5,3.5-6.6,0.539,0.1-0.2,0.375,1.6-2.2,0.703,10.4
176,Y. Ferrell,46,26,10,2.4,3.8,1,0.2,1.5,2,2,0.4,3.5-8.6,0.406,1.5-3.8,0.384,1.6-1.9,0.831,10.4
177,T. Sefolosha,62,25.7,7.2,4.4,1.7,1.5,0.5,1,1.6,3.5,0.8,2.8-6.4,0.442,0.7-1.9,0.342,0.9-1.2,0.733,10.4
178,J. Winslow,18,34.7,10.9,5.2,3.6,1.5,0.3,1.8,2.9,3.9,1.3,4.4-12.7,0.349,0.4-2.1,0.189,1.6-2.6,0.617,10.4
179,R. Hood,59,27,12.7,3.4,1.6,0.6,0.2,1.1,2.2,3.2,0.3,4.6-11.3,0.409,1.9-5.2,0.373,1.5-1.9,0.783,10.4
180,K. Bazemore,73,26.9,11,3.1,2.4,1.3,0.7,1.7,2.3,2.5,0.6,4.0-9.9,0.408,1.3-3.7,0.345,1.6-2.3,0.708,10.3
181,T. Parker,63,25.2,10.1,1.8,4.5,0.5,0,1.4,1.5,1.6,0.2,4.2-9.0,0.466,0.4-1.1,0.333,1.3-1.9,0.726,10.3
182,A. Crabbe,79,28.5,10.7,2.8,1.2,0.7,0.3,0.8,2.2,2.6,0.2,3.8-8.2,0.468,1.7-3.8,0.444,1.3-1.6,0.847,10.3
183,A. Roberson,79,30.1,6.6,5.1,1,1.2,1,0.6,2.6,3.8,1.2,2.7-5.9,0.464,0.6-2.3,0.246,0.6-1.4,0.423,10.3
184,T. Evans,40,19.7,10.3,3.4,3.1,0.9,0.2,1.5,1.5,3.1,0.3,3.8-9.3,0.405,1.1-3.0,0.356,1.7-2.3,0.75,10.3
185,M. Barnes,74,24,7.1,5.1,2.6,0.6,0.4,1.4,2.5,4.2,0.9,2.5-6.4,0.39,1.2-3.6,0.331,0.9-1.2,0.787,10.3
186,C. Joseph,80,25,9.3,2.9,3.3,0.9,0.1,1.4,1.8,2.3,0.6,3.7-8.3,0.453,0.6-1.7,0.358,1.2-1.5,0.77,10.3
187,K. Korver,67,26.2,10.1,2.8,1.6,0.5,0.3,1,1.6,2.7,0.1,3.6-7.7,0.466,2.4-5.3,0.453,0.6-0.6,0.905,10.2
188,M. Speights,82,15.7,8.7,4.6,0.8,0.3,0.5,0.9,2.8,3.5,1.1,3.0-6.7,0.446,1.3-3.4,0.372,1.5-1.7,0.876,10.1
189,E. Mudiay,55,25.6,11,3.3,4,0.8,0.2,2.2,1.7,2.7,0.5,3.8-10.0,0.377,1.0-3.2,0.316,2.4-3.0,0.784,10.1
190,T. Frazier,65,23.5,7.1,2.6,5.2,0.8,0.1,1.6,2,2.1,0.5,2.5-6.2,0.403,0.6-2.0,0.313,1.5-2.0,0.76,10.1
191,W. Tavares,2,13.8,4,5.5,0.5,0,3,1,1.5,3.5,2,2.0-2.5,0.8,0.0-0.0,-,0.0-1.5,-,10
192,C. Frye,74,18.9,9.1,3.9,0.6,0.4,0.5,0.7,1.9,3.4,0.5,3.2-7.0,0.457,1.9-4.5,0.41,0.9-1.0,0.851,9.9
193,S. Dinwiddie,59,22.6,7.4,2.8,3.1,0.7,0.4,1.1,2,2.3,0.4,2.3-5.2,0.444,0.6-1.7,0.376,2.1-2.7,0.792,9.9
194,T. Ross,78,25.1,11,2.7,1.1,1.1,0.4,0.9,1.8,2.4,0.2,4.2-9.6,0.436,1.8-5.0,0.361,0.8-1.0,0.831,9.9
195,M. Beasley,56,16.7,9.4,3.5,0.9,0.5,0.5,1.2,1.6,2.8,0.7,3.9-7.2,0.533,0.3-0.8,0.419,1.4-1.9,0.743,9.9
196,P. Mills,80,21.9,9.5,1.8,3.5,0.8,0,1.3,1.4,1.5,0.3,3.4-7.8,0.439,1.8-4.5,0.413,0.8-1.0,0.825,9.8
197,A. Rivers,74,27.8,12,2.2,2.7,0.7,0.1,1.6,2.5,1.9,0.3,4.4-9.9,0.442,1.5-4.0,0.371,1.8-2.6,0.691,9.8
198,C. Miles,76,23.4,10.7,3,0.6,0.6,0.3,0.5,2,2.6,0.4,3.7-8.5,0.434,2.2-5.4,0.413,1.1-1.2,0.903,9.8
199,L. Nogueira,57,19.1,4.4,4.2,0.7,0.9,1.6,0.8,2.4,2.8,1.4,1.8-2.7,0.66,0.1-0.2,0.25,0.8-1.2,0.657,9.7
200,J. Ingles,82,24.1,7.1,3.2,2.8,1.2,0.1,1.3,2,2.9,0.3,2.5-5.5,0.452,1.5-3.4,0.441,0.6-0.8,0.735,9.7
201,M. Belinelli,74,24,10.5,2.4,2,0.6,0.1,0.9,1.2,2.2,0.2,3.6-8.3,0.429,1.4-3.8,0.362,2.0-2.3,0.893,9.7
202,L. Deng,56,26.5,7.6,5.2,1.3,0.8,0.4,0.8,1.1,4.1,1.1,2.9-7.6,0.386,0.9-2.9,0.311,0.8-1.1,0.73,9.6
203,G. Temple,65,26.6,7.8,2.8,2.6,1.3,0.4,1.2,2.2,2.3,0.5,2.8-6.6,0.424,1.3-3.4,0.371,0.9-1.1,0.784,9.6
204,D. Carroll,72,26.1,8.9,3.8,1,1.1,0.4,0.8,2,3,0.9,3.1-7.6,0.4,1.5-4.4,0.341,1.2-1.6,0.761,9.5
205,T. Mozgov,54,20.4,7.4,4.9,0.8,0.3,0.6,1.3,2.5,3,2,3.1-6.1,0.515,0.0-0.0,-,1.2-1.4,0.808,9.5
206,I. Zubac,38,16,7.5,4.1,0.8,0.4,0.9,0.8,1.7,3.1,1.1,3.3-6.2,0.532,0.0-0.1,-,0.8-1.3,0.653,9.5
207,M. Ellis,74,27,8.5,2.7,3.2,1,0.4,1.8,2,2.5,0.3,3.3-7.5,0.443,0.6-1.8,0.319,1.3-1.7,0.727,9.4
208,M. Chriss,82,21.3,9.2,4.2,0.7,0.8,0.9,1.3,3.2,3.1,1.2,3.5-7.7,0.449,0.9-2.7,0.321,1.4-2.2,0.624,9.4
209,D. Powell,77,17.3,6.7,4,0.6,0.8,0.5,0.5,1.8,2.8,1.2,2.5-4.9,0.516,0.3-1.0,0.284,1.4-1.8,0.759,9.4
210,I. Mahinmi,31,17.9,5.6,4.8,0.6,1.1,0.8,1.1,2.9,3.3,1.5,2.1-3.5,0.591,0.0-0.0,-,1.4-2.4,0.573,9.3
211,E. Moore,73,24.9,9.6,2.1,2.2,0.7,0.5,0.8,1.8,1.6,0.5,3.9-8.5,0.456,1.1-2.8,0.372,0.8-1.0,0.77,9.3
212,A. Jefferson,66,14.1,8.1,4.2,0.9,0.3,0.3,0.5,1.9,3.1,1.1,3.6-7.1,0.501,0.0-0.0,-,1.0-1.3,0.765,9.3
213,C. LeVert,57,21.7,8.2,3.3,1.9,0.9,0.1,1,1.6,2.9,0.4,3.0-6.7,0.45,1.0-3.2,0.322,1.2-1.6,0.72,9.3
214,T. Snell,80,29.2,8.5,3.1,1.2,0.7,0.2,0.7,1.6,2.8,0.3,3.1-6.8,0.454,1.8-4.4,0.406,0.6-0.7,0.81,9.2
215,B. Hield,82,23,10.6,3.3,1.5,0.5,0.1,1.2,1.4,2.9,0.4,4.0-9.4,0.426,1.8-4.6,0.391,0.8-0.9,0.842,9.2
216,J. Johnson,78,23.6,9.2,3.1,1.8,0.4,0.2,0.9,1.2,2.7,0.4,3.5-8.0,0.438,1.4-3.3,0.409,0.8-1.0,0.818,9.2
217,S. Rodriguez,68,22.3,7.8,2.4,5.1,0.7,0.1,1.9,1.4,2.1,0.3,3.1-7.9,0.392,1.4-3.7,0.365,0.3-0.4,0.667,9.2
218,V. Carter,73,24.7,8,3.1,1.8,0.8,0.5,0.7,2.2,2.6,0.5,2.6-6.7,0.394,1.5-4.1,0.378,1.2-1.6,0.765,9.1
219,P. Patterson,65,24.6,6.8,4.5,1.2,0.6,0.4,0.6,1.8,3.5,1,2.4-5.9,0.401,1.4-3.9,0.372,0.7-0.9,0.717,9.1
220,D. Green,68,26.6,7.3,3.3,1.8,1.1,0.8,1.1,1.8,2.8,0.5,2.6-6.6,0.393,1.7-4.6,0.381,0.4-0.5,0.844,9.1
221,T. Black,67,16.3,5.7,5.1,0.6,0.4,0.6,0.9,2.6,3,2.1,2.2-4.4,0.512,0.0-0.0,0.5,1.2-1.6,0.752,9.1
222,J. Crawford,82,26.3,12.3,1.6,2.6,0.7,0.2,1.6,1.4,1.4,0.2,4.4-10.6,0.413,1.4-3.9,0.36,2.1-2.5,0.857,9.1
223,B. Jennings,81,22.2,7.1,2.4,4.9,0.9,0.1,1.6,1.4,2,0.3,2.4-6.6,0.36,1.0-3.1,0.313,1.4-1.9,0.75,9
224,D. Cunningham,66,25,6.6,4.2,0.5,0.6,0.4,0.4,1.5,3.3,0.9,2.6-5.5,0.483,1.1-2.8,0.39,0.2-0.4,0.593,9
225,J. Bayless,3,23.8,11,4,4.3,0,0,3,1.3,3,1,3.7-10.7,0.344,0.7-1.7,0.4,3.0-3.3,0.9,9
226,B. Ingram,79,28.9,9.4,4,2.1,0.6,0.5,1.5,2,3.3,0.8,3.5-8.7,0.402,0.7-2.4,0.294,1.7-2.7,0.621,8.9
227,J. Hamilton,64,18.4,6.9,4.1,0.9,0.5,0.7,0.7,1.4,3,1.1,2.7-5.9,0.458,0.9-2.9,0.301,0.6-0.8,0.75,8.9
228,S. Hill,80,29.7,7,3.8,1.8,0.9,0.4,1,2.3,3.2,0.6,2.3-6.0,0.384,1.2-3.4,0.348,1.3-1.6,0.805,8.9
229,N. Stauskas,80,27.3,9.5,2.8,2.4,0.6,0.4,1.6,1.8,2.6,0.3,3.1-7.9,0.397,1.7-4.5,0.368,1.5-1.9,0.813,8.8
230,J. Ennis,64,23.4,6.7,4.1,1,0.7,0.3,0.9,2.6,3,1.1,2.3-5.0,0.453,0.8-2.1,0.372,1.3-1.7,0.782,8.8
231,J. Murray,82,21.5,9.9,2.6,2.1,0.7,0.3,1.4,1.5,2.1,0.5,3.6-8.9,0.405,1.4-4.2,0.335,1.3-1.5,0.883,8.7
232,M. Muscala,70,17.7,6.2,3.4,1.3,0.4,0.6,0.8,1.4,2.3,1.1,2.4-4.8,0.504,0.7-1.6,0.418,0.7-0.9,0.766,8.7
233,M. Dellavedova,76,26.1,7.6,2,4.7,0.7,0,1.8,2,1.7,0.3,2.7-7.0,0.39,1.0-2.9,0.364,1.1-1.3,0.854,8.7
234,J. Dudley,64,21.3,6.8,3.5,1.9,0.7,0.3,1.1,2.4,3,0.5,2.5-5.4,0.454,1.2-3.2,0.379,0.7-1.0,0.662,8.6
235,W. Ellington,62,24.2,10.5,2.1,1.1,0.6,0.1,0.5,1.1,1.9,0.3,3.7-9.0,0.416,2.4-6.4,0.378,0.6-0.7,0.86,8.6
236,A. Tolliver,65,22.7,7.1,3.6,1.2,0.5,0.3,0.9,1.7,2.8,0.8,2.4-5.4,0.442,1.4-3.5,0.393,0.9-1.3,0.744,8.5
237,W. Reed,71,14.5,5.3,4.7,0.4,0.2,0.7,0.5,1.9,2.9,1.8,2.3-4.0,0.568,0.0-0.1,0.2,0.7-1.2,0.557,8.5
238,B. Portis,64,15.6,6.8,4.6,0.5,0.3,0.2,0.6,1.5,3.4,1.2,2.9-5.9,0.488,0.5-1.5,0.333,0.6-0.9,0.661,8.5
239,B. Wright,28,16,6.8,2.8,0.5,0.4,0.7,0.4,1.5,1.7,1.1,3.0-4.8,0.615,0.0-0.0,-,0.8-1.3,0.657,8.5
240,S. Hawes,54,14.8,6.2,3.6,1.5,0.3,0.6,0.9,1.4,2.8,0.7,2.5-5.1,0.484,0.5-1.5,0.309,0.8-1.0,0.846,8.4
241,B. Knight,54,21.1,11,2.2,2.4,0.5,0.1,1.6,1.6,1.8,0.4,3.9-9.7,0.399,0.8-2.6,0.324,2.4-2.9,0.857,8.4
242,C. Felicio,66,15.8,4.8,4.7,0.6,0.4,0.3,0.5,1.7,2.8,1.9,1.9-3.4,0.577,0.0-0.0,-,0.9-1.4,0.645,8.3
243,S. Muhammad,78,19.4,9.9,2.8,0.4,0.3,0.1,0.7,1.1,1.7,1.1,3.7-7.7,0.48,0.6-1.9,0.333,1.9-2.4,0.774,8.3
244,G. Henderson,72,23.2,9.2,2.6,1.6,0.6,0.2,0.9,1.8,2.1,0.5,3.3-7.7,0.425,0.8-2.4,0.353,1.8-2.3,0.806,8.3
245,M. Ginobili,69,18.7,7.5,2.3,2.7,1.2,0.2,1.4,1.7,1.9,0.4,2.5-6.4,0.39,1.3-3.3,0.392,1.2-1.6,0.804,8.2
246,J. Holiday,82,20,7.7,2.8,1.3,0.8,0.4,0.8,1.3,2.4,0.3,2.8-6.6,0.433,1.2-3.3,0.355,0.8-1.0,0.825,8.2
247,R. Felton,80,21.2,6.7,2.7,2.4,0.8,0.3,1,1.6,2.3,0.4,2.8-6.4,0.43,0.6-1.8,0.319,0.6-0.8,0.781,8.1
248,G. Papagiannis,22,16.1,5.6,4,0.9,0.1,0.8,1.1,2,2.8,1.1,2.5-4.6,0.549,0.0-0.1,-,0.5-0.6,0.857,8.1
249,E. Davis,46,17.2,4.3,5.3,0.6,0.3,0.5,0.8,3,3.2,2.1,1.6-3.1,0.528,0.0-0.0,-,1.1-1.8,0.617,8.1
250,S. Dekker,77,18.4,6.5,3.7,1,0.5,0.3,0.5,1.1,2.4,1.2,2.6-5.6,0.472,0.8-2.4,0.321,0.5-0.9,0.559,8.1
251,D. West,68,12.6,4.6,3,2.2,0.6,0.7,1.2,1.5,2.3,0.7,2.0-3.7,0.536,0.0-0.1,0.375,0.6-0.8,0.768,8.1
252,L. Stephenson,18,20.1,6.8,3,3.3,0.3,0.2,1.4,1.8,2.7,0.3,3.0-6.7,0.45,0.3-1.1,0.3,0.4-0.7,0.615,8.1
253,J. Meeks,36,20.5,9.1,2.1,1.3,0.9,0.1,1,1.1,2,0.1,2.9-7.1,0.402,1.6-3.8,0.409,1.8-2.1,0.878,8
254,J. McGee,77,9.6,6.1,3.2,0.2,0.3,0.9,0.5,1.4,1.9,1.3,2.7-4.1,0.652,0.0-0.1,-,0.7-1.4,0.505,8
255,D. McDermott,66,22.8,9,2.7,0.9,0.2,0.1,0.6,1.2,2.4,0.3,3.4-7.5,0.446,1.2-3.2,0.37,1.1-1.3,0.845,7.9
256,A. Goodwin,15,14.3,7.3,1.9,1.6,0.3,0.3,0.9,0.5,1.4,0.5,2.4-4.4,0.545,0.3-1.0,0.333,2.2-2.8,0.786,7.9
257,I. Shumpert,76,25.5,7.5,2.9,1.4,0.8,0.4,1,2,2.4,0.5,2.6-6.4,0.411,1.2-3.4,0.359,0.9-1.2,0.789,7.9
258,B. Marjanovic,34,8.6,5.6,3.8,0.3,0.2,0.4,0.3,0.7,2.5,1.4,2.1-3.9,0.545,0.0-0.0,-,1.4-1.7,0.81,7.9
259,J. Green,69,22.2,9.2,3.1,1.2,0.6,0.2,1.1,1.5,2.5,0.6,3.2-8.1,0.394,0.8-2.8,0.275,2.1-2.4,0.863,7.9
260,S. Mack,55,21.9,7.8,2.3,2.8,0.8,0,1.6,1.8,2,0.4,3.1-6.9,0.445,0.7-2.2,0.308,1.0-1.4,0.688,7.8
261,A. Ajinca,39,15,5.3,4.5,0.3,0.5,0.6,0.8,2,3.3,1.2,2.3-4.6,0.5,0.0-0.1,-,0.7-1.0,0.725,7.8
262,D. Nwaba,20,19.9,6,3.1,0.7,0.6,0.4,0.6,1.8,2.3,0.8,2.4-4.1,0.58,0.1-0.3,0.2,1.3-2.0,0.641,7.8
263,G. Robinson III,69,20.7,6.1,3.6,0.7,0.6,0.3,0.5,0.9,2.7,0.8,2.3-4.9,0.466,0.7-1.8,0.397,0.8-1.1,0.711,7.8
264,N. Bjelica,65,18.3,6.2,3.8,1.2,0.6,0.3,0.9,2.4,2.9,0.9,2.3-5.5,0.423,0.9-2.7,0.316,0.7-0.9,0.738,7.8
265,A. Baynes,75,15.5,4.9,4.4,0.4,0.2,0.5,0.7,2.2,3,1.5,1.9-3.7,0.513,0.0-0.0,-,1.1-1.3,0.84,7.8
266,M. Carter-Williams,45,18.8,6.6,3.4,2.5,0.8,0.5,1.5,2.3,2.8,0.5,2.5-6.8,0.366,0.3-1.4,0.234,1.3-1.7,0.753,7.7
267,T. Ulis,61,18.4,7.3,1.6,3.7,0.8,0.1,1.3,1.2,1.2,0.3,3.0-7.2,0.42,0.3-1.3,0.266,0.9-1.2,0.775,7.7
268,N. Vonleh,74,17.1,4.4,5.2,0.4,0.4,0.4,0.9,2.1,3.5,1.8,1.8-3.6,0.481,0.1-0.3,0.35,0.8-1.3,0.638,7.6
269,J. Smith,74,14.4,5.7,3.5,0.5,0.3,0.7,0.8,2.3,2.6,0.9,2.4-4.5,0.527,0.5-1.1,0.474,0.5-0.7,0.686,7.6
270,A. Afflalo,61,25.9,8.4,2.1,1.3,0.4,0.1,0.7,1.7,1.9,0.2,3.0-6.9,0.442,1.0-2.5,0.411,1.4-1.5,0.892,7.6
271,J. Anderson,75,16.4,7.1,3.3,0.9,0.6,0.3,0.9,1.5,2.4,0.9,2.5-5.8,0.427,0.8-2.6,0.301,1.4-1.7,0.791,7.6
272,J. Smith,41,29,8.6,2.8,1.5,1,0.3,0.6,1.9,2.3,0.4,3.0-8.7,0.346,2.3-6.6,0.351,0.2-0.4,0.667,7.6
273,J. Farmar,2,17.7,6,1.5,4.5,1,0,1.5,0.5,1,0.5,2.0-6.0,0.333,2.0-4.5,0.444,0.0-0.0,-,7.5
274,T. Robinson,48,11.7,5,4.6,0.6,0.6,0.2,1,1.6,2.9,1.8,2.2-4.1,0.536,0.0-0.0,-,0.6-1.4,0.47,7.5
275,R. McGruder,78,25.2,6.3,3.3,1.6,0.6,0.2,0.7,1.8,2.1,1.2,2.4-5.9,0.412,0.9-2.8,0.332,0.6-0.9,0.62,7.5
276,J. Harris,52,21.9,8.2,2.8,1,0.6,0.2,1.1,2.3,2.5,0.3,3.0-6.9,0.427,1.6-4.2,0.386,0.7-0.9,0.714,7.5
277,N. Powell,76,18,8.4,2.2,1.1,0.7,0.2,0.9,1.7,1.9,0.3,3.0-6.7,0.448,0.7-2.3,0.324,1.7-2.1,0.792,7.4
278,B. Udrih,39,14.4,5.8,1.5,3.4,0.3,0,0.9,0.7,1.3,0.2,2.4-5.1,0.467,0.3-0.8,0.344,0.8-0.9,0.941,7.3
279,C. Diallo,17,11.7,5.1,4.3,0.2,0.2,0.4,0.4,1,2.9,1.4,2.1-4.5,0.474,0.0-0.1,-,0.9-1.2,0.714,7.2
280,D. Arthur,41,15.6,6.4,2.7,1,0.5,0.5,0.9,1.9,2.1,0.6,2.3-5.2,0.442,1.3-2.9,0.453,0.5-0.5,0.864,7.2
281,I. Whitehead,73,22.5,7.4,2.5,2.6,0.6,0.5,2,2.4,2.1,0.4,2.8-6.9,0.402,0.6-2.0,0.297,1.2-1.5,0.805,7.2
282,D. Harris,65,16.7,6.7,2,2.1,0.7,0.1,0.9,1.6,1.8,0.2,2.1-5.2,0.4,0.9-2.7,0.33,1.6-2.0,0.829,7.2
283,S. Mejri,73,12.4,2.9,4.2,0.2,0.4,0.8,0.5,2.1,2.9,1.3,1.2-1.9,0.642,0.0-0.0,0.333,0.5-0.8,0.59,7.1
284,R. Hibbert,48,14.2,4.6,3.2,0.5,0.2,1,0.7,2.1,2.1,1.1,1.7-3.1,0.544,0.0-0.0,-,1.3-1.6,0.813,7.1
285,D. Wright,27,16.5,5.6,1.7,2.1,1,0.4,0.9,1.1,1.2,0.6,1.8-4.3,0.426,0.4-1.1,0.333,1.6-2.0,0.764,7
286,K. Oubre Jr.,79,20.3,6.3,3.3,0.6,0.7,0.2,0.6,2.5,2.5,0.8,2.4-5.6,0.42,0.7-2.4,0.287,0.9-1.3,0.758,7
287,L. Scola,36,12.8,5.1,3.9,1,0.4,0.1,0.9,1.8,2.4,1.4,2.0-4.2,0.467,0.5-1.4,0.34,0.7-1.0,0.676,7
288,J. Grant,63,16.3,5.9,1.8,1.9,0.8,0.1,0.7,1.5,1.5,0.3,2.0-4.8,0.425,0.8-2.1,0.366,1.0-1.2,0.89,6.9
289,L. Mbah A Moute,80,22.3,6.1,2.2,0.5,1,0.4,0.6,1.5,1.6,0.6,2.4-4.7,0.505,0.5-1.4,0.391,0.7-1.1,0.678,6.9
290,S. Livingston,76,17.7,5.1,2,1.8,0.5,0.3,0.8,1.6,1.6,0.4,2.3-4.1,0.551,0.0-0.0,0.5,0.6-0.8,0.7,6.8
291,O. Asik,31,15.6,2.7,5.2,0.5,0.1,0.4,0.5,1.6,3.7,1.5,1.0-2.1,0.469,0.0-0.0,-,0.7-1.3,0.59,6.8
292,D. Augustin,78,19.7,7.9,1.5,2.7,0.4,0,1.2,1.3,1.3,0.2,2.5-6.6,0.377,1.2-3.5,0.347,1.7-2.1,0.814,6.8
293,J. McRoberts,22,17.3,4.9,3.4,2.3,0.5,0.2,1,1.4,2.3,1.1,2.0-5.3,0.376,0.6-1.4,0.419,0.3-0.4,0.667,6.7
294,T. Rozier,74,17.1,5.5,3.1,1.7,0.6,0.1,0.6,0.9,2.5,0.5,2.0-5.6,0.367,0.8-2.4,0.317,0.7-0.9,0.773,6.7
295,B. Bass,52,11.1,5.6,2.5,0.4,0.3,0.2,0.6,0.9,1.6,0.8,2.1-3.6,0.575,0.0-0.1,0.333,1.5-1.7,0.875,6.7
296,J. Brown,78,17.2,6.6,2.8,0.8,0.5,0.2,0.9,1.8,2.3,0.6,2.5-5.4,0.453,0.6-1.7,0.341,1.1-1.6,0.685,6.6
297,L. Galloway,74,20.2,7.9,2.1,1.3,0.6,0.1,0.6,1.3,1.7,0.4,2.8-7.4,0.38,1.6-4.1,0.391,0.7-0.9,0.797,6.6
298,Q. Acy,38,14.7,5.8,3,0.5,0.4,0.4,0.6,1.8,2.5,0.5,1.8-4.5,0.412,1.0-2.4,0.407,1.2-1.6,0.75,6.5
299,J. Lauvergne,70,14,5.4,3.6,1,0.3,0.1,0.8,1.2,2.6,1,2.1-4.8,0.442,0.5-1.4,0.337,0.7-1.0,0.63,6.5
300,D. Jones Jr.,32,17,5.3,2.4,0.4,0.4,0.4,0.4,2,1.3,1.2,2.1-3.8,0.567,0.1-0.3,0.273,0.9-1.3,0.707,6.5
301,P. Siakam,55,15.6,4.2,3.3,0.3,0.5,0.8,0.6,2,2.2,1.1,1.9-3.7,0.502,0.0-0.1,0.143,0.4-0.6,0.688,6.5
302,J. Grant,80,19.1,5.5,2.6,0.6,0.4,1,0.6,1.9,2.1,0.5,1.9-4.1,0.463,0.5-1.5,0.371,1.1-1.8,0.612,6.5
303,L. Thomas,46,21,6,3.2,0.8,0.4,0.1,0.5,1.8,2.5,0.7,2.1-5.3,0.398,0.8-1.8,0.447,0.9-1.1,0.843,6.5
304,O. Casspi,36,17.8,5.2,3.1,1,0.7,0.1,0.8,1.4,2.4,0.8,2.1-4.6,0.467,0.4-1.2,0.349,0.5-0.8,0.586,6.5
305,T. Douglas,24,16.4,4.9,2.5,2.3,0.8,0.2,0.9,2.1,2,0.5,1.8-4.9,0.368,0.3-1.8,0.167,1.0-1.2,0.828,6.5
306,M. Leonard,74,16.5,5.4,3.2,1,0.2,0.4,0.5,2.3,2.8,0.4,2.0-5.1,0.385,1.0-2.9,0.347,0.5-0.5,0.875,6.4
307,A. Harrison,72,20.5,5.9,1.9,2.7,0.7,0.3,1.2,2.7,1.6,0.3,1.6-5.0,0.324,0.6-2.2,0.276,2.1-2.7,0.763,6.4
308,D. Sabonis,81,20.1,5.9,3.5,1,0.5,0.4,1,2.5,3,0.6,2.4-5.9,0.399,0.6-2.0,0.321,0.5-0.8,0.657,6.4
309,I. Clark,77,14.8,6.8,1.6,1.2,0.5,0.1,0.7,1,1.3,0.3,2.7-5.6,0.487,0.8-2.1,0.374,0.6-0.8,0.759,6.4
310,B. McLemore,61,19.3,8.1,2.1,0.8,0.5,0.1,1,1.8,1.8,0.3,3.0-6.9,0.43,1.1-2.8,0.385,1.1-1.5,0.753,6.3
311,J. Hernangomez,62,13.6,4.9,3,0.5,0.5,0.2,0.5,1,2.3,0.7,1.6-3.6,0.453,0.7-1.8,0.414,0.9-1.2,0.75,6.3
312,J. Simmons,78,17.9,6.2,2.1,1.6,0.6,0.3,1,1.9,1.8,0.3,2.3-5.4,0.42,0.4-1.3,0.294,1.3-1.7,0.75,6.3
