"","Date","Start (ET)","Visitor/Neutral","PTS","Home/Neutral","PTS.1"
"579","Wed, Jan 13, 2016","7:30 pm","New York Knicks","104","Brooklyn Nets","110"
"580","Wed, Jan 13, 2016","7:00 pm","Atlanta Hawks","84","Charlotte Hornets","107"
"581","Wed, Jan 13, 2016","9:00 pm","Golden State Warriors","110","Denver Nuggets","112"
"582","Wed, Jan 13, 2016","8:00 pm","Minnesota Timberwolves","104","Houston Rockets","107"
"583","Wed, Jan 13, 2016","10:30 pm","Miami Heat","90","Los Angeles Clippers","104"
"584","Wed, Jan 13, 2016","8:00 pm","Dallas Mavericks","89","Oklahoma City Thunder","108"
"585","Wed, Jan 13, 2016","10:00 pm","Utah Jazz","85","Portland Trail Blazers","99"
"586","Wed, Jan 13, 2016","10:00 pm","New Orleans Pelicans","109","Sacramento Kings","97"
"587","Wed, Jan 13, 2016","7:00 pm","Milwaukee Bucks","101","Washington Wizards","106"
"588","Thu, Jan 14, 2016","10:30 pm","Los Angeles Lakers","98","Golden State Warriors","116"
"589","Thu, Jan 14, 2016","8:00 pm","Detroit Pistons","101","Memphis Grizzlies","103"
"590","Thu, Jan 14, 2016","3:00 pm","Toronto Raptors","106","Orlando Magic","103"
"591","Thu, Jan 14, 2016","7:00 pm","Chicago Bulls","115","Philadelphia 76ers","111"
"592","Thu, Jan 14, 2016","8:00 pm","Cleveland Cavaliers","95","San Antonio Spurs","99"
"593","Thu, Jan 14, 2016","9:00 pm","Sacramento Kings","103","Utah Jazz","101"
"594","Fri, Jan 15, 2016","7:30 pm","Phoenix Suns","103","Boston Celtics","117"
"595","Fri, Jan 15, 2016","7:30 pm","Portland Trail Blazers","116","Brooklyn Nets","104"
"596","Fri, Jan 15, 2016","8:00 pm","Dallas Mavericks","83","Chicago Bulls","77"
"597","Fri, Jan 15, 2016","9:00 pm","Miami Heat","98","Denver Nuggets","95"
"598","Fri, Jan 15, 2016","9:30 pm","Cleveland Cavaliers","91","Houston Rockets","77"
"599","Fri, Jan 15, 2016","7:00 pm","Washington Wizards","118","Indiana Pacers","104"
"600","Fri, Jan 15, 2016","8:00 pm","Atlanta Hawks","101","Milwaukee Bucks","108"
"601","Fri, Jan 15, 2016","8:00 pm","Charlotte Hornets","107","New Orleans Pelicans","109"
"602","Fri, Jan 15, 2016","7:00 pm","Minnesota Timberwolves","93","Oklahoma City Thunder","113"
"603","Sat, Jan 16, 2016","7:30 pm","Brooklyn Nets","86","Atlanta Hawks","114"
"604","Sat, Jan 16, 2016","7:00 pm","Milwaukee Bucks","105","Charlotte Hornets","92"
"605","Sat, Jan 16, 2016","7:30 pm","Golden State Warriors","95","Detroit Pistons","113"
"606","Sat, Jan 16, 2016","10:30 pm","Sacramento Kings","110","Los Angeles Clippers","103"
"607","Sat, Jan 16, 2016","8:00 pm","New York Knicks","95","Memphis Grizzlies","103"
"608","Sat, Jan 16, 2016","7:30 pm","Portland Trail Blazers","89","Philadelphia 76ers","114"
"609","Sat, Jan 16, 2016","9:00 pm","Los Angeles Lakers","82","Utah Jazz","109"
"610","Sat, Jan 16, 2016","7:30 pm","Boston Celtics","119","Washington Wizards","117"
"611","Sun, Jan 17, 2016","8:00 pm","Indiana Pacers","126","Denver Nuggets","129"
"612","Sun, Jan 17, 2016","9:30 pm","Houston Rockets","112","Los Angeles Lakers","95"
"613","Sun, Jan 17, 2016","3:30 pm","Phoenix Suns","87","Minnesota Timberwolves","117"
"614","Sun, Jan 17, 2016","7:00 pm","Miami Heat","74","Oklahoma City Thunder","99"
"615","Sun, Jan 17, 2016","7:00 pm","Dallas Mavericks","83","San Antonio Spurs","112"
"616","Mon, Jan 18, 2016","5:00 pm","Orlando Magic","81","Atlanta Hawks","98"
"617","Mon, Jan 18, 2016","2:00 pm","Utah Jazz","119","Charlotte Hornets","124"
"618","Mon, Jan 18, 2016","8:00 pm","Golden State Warriors","132","Cleveland Cavaliers","98"
"619","Mon, Jan 18, 2016","8:30 pm","Boston Celtics","113","Dallas Mavericks","118"
"620","Mon, Jan 18, 2016","3:30 pm","Chicago Bulls","111","Detroit Pistons","101"
"621","Mon, Jan 18, 2016","10:30 pm","Houston Rockets","132","Los Angeles Clippers","140"
"622","Mon, Jan 18, 2016","2:30 pm","New Orleans Pelicans","99","Memphis Grizzlies","101"
"623","Mon, Jan 18, 2016","1:00 pm","Philadelphia 76ers","113","New York Knicks","119"
"624","Mon, Jan 18, 2016","7:30 pm","Brooklyn Nets","100","Toronto Raptors","112"
"625","Mon, Jan 18, 2016","2:00 pm","Portland Trail Blazers","108","Washington Wizards","98"
"626","Tue, Jan 19, 2016","9:00 pm","Oklahoma City Thunder","110","Denver Nuggets","104"
"627","Tue, Jan 19, 2016","7:30 pm","Milwaukee Bucks","91","Miami Heat","79"
"628","Tue, Jan 19, 2016","8:00 pm","Minnesota Timberwolves","99","New Orleans Pelicans","114"
"629","Tue, Jan 19, 2016","9:00 pm","Indiana Pacers","97","Phoenix Suns","94"
"630","Wed, Jan 20, 2016","7:30 pm","Cleveland Cavaliers","91","Brooklyn Nets","78"
"631","Wed, Jan 20, 2016","8:00 pm","Golden State Warriors","125","Chicago Bulls","94"
"632","Wed, Jan 20, 2016","8:30 pm","Minnesota Timberwolves","94","Dallas Mavericks","106"
"633","Wed, Jan 20, 2016","8:00 pm","Detroit Pistons","123","Houston Rockets","114"
"634","Wed, Jan 20, 2016","10:30 pm","Sacramento Kings","112","Los Angeles Lakers","93"
"635","Wed, Jan 20, 2016","7:30 pm","Utah Jazz","111","New York Knicks","118"
"636","Wed, Jan 20, 2016","8:00 pm","Charlotte Hornets","95","Oklahoma City Thunder","109"
"637","Wed, Jan 20, 2016","7:00 pm","Philadelphia 76ers","96","Orlando Magic","87"
"638","Wed, Jan 20, 2016","10:30 pm","Atlanta Hawks","104","Portland Trail Blazers","98"
"639","Wed, Jan 20, 2016","7:30 pm","Boston Celtics","109","Toronto Raptors","115"
"640","Wed, Jan 20, 2016","7:00 pm","Miami Heat","87","Washington Wizards","106"
"641","Thu, Jan 21, 2016","8:00 pm","Los Angeles Clippers","102","Cleveland Cavaliers","115"
"642","Thu, Jan 21, 2016","9:00 pm","Memphis Grizzlies","102","Denver Nuggets","101"
"643","Thu, Jan 21, 2016","8:00 pm","Detroit Pistons","99","New Orleans Pelicans","115"
"644","Thu, Jan 21, 2016","10:30 pm","San Antonio Spurs","117","Phoenix Suns","89"
"645","Thu, Jan 21, 2016","10:00 pm","Atlanta Hawks","88","Sacramento Kings","91"
"646","Fri, Jan 22, 2016","7:30 pm","Chicago Bulls","101","Boston Celtics","110"
"647","Fri, Jan 22, 2016","7:30 pm","Utah Jazz","108","Brooklyn Nets","86"
"648","Fri, Jan 22, 2016","8:30 pm","Oklahoma City Thunder","109","Dallas Mavericks","106"
"649","Fri, Jan 22, 2016","10:30 pm","Indiana Pacers","110","Golden State Warriors","122"
"650","Fri, Jan 22, 2016","8:00 pm","Milwaukee Bucks","98","Houston Rockets","102"
"651","Fri, Jan 22, 2016","10:30 pm","San Antonio Spurs","108","Los Angeles Lakers","95"
"652","Fri, Jan 22, 2016","7:30 pm","Los Angeles Clippers","116","New York Knicks","88"
"653","Fri, Jan 22, 2016","7:00 pm","Charlotte Hornets","120","Orlando Magic","116"
"654","Fri, Jan 22, 2016","8:00 pm","Miami Heat","81","Toronto Raptors","101"
"655","Sat, Jan 23, 2016","7:00 pm","New York Knicks","84","Charlotte Hornets","97"
"656","Sat, Jan 23, 2016","8:30 pm","Chicago Bulls","96","Cleveland Cavaliers","83"
"657","Sat, Jan 23, 2016","9:30 pm","Detroit Pistons","101","Denver Nuggets","104"
"658","Sat, Jan 23, 2016","8:00 pm","Memphis Grizzlies","101","Minnesota Timberwolves","106"
"659","Sat, Jan 23, 2016","7:00 pm","Milwaukee Bucks","99","New Orleans Pelicans","116"
"660","Sat, Jan 23, 2016","9:00 pm","Atlanta Hawks","95","Phoenix Suns","98"
"661","Sat, Jan 23, 2016","10:30 pm","Los Angeles Lakers","103","Portland Trail Blazers","121"
"662","Sat, Jan 23, 2016","10:30 pm","Indiana Pacers","97","Sacramento Kings","108"
"663","Sun, Jan 24, 2016","7:30 pm","Oklahoma City Thunder","106","Brooklyn Nets","116"
"664","Sun, Jan 24, 2016","3:30 pm","Dallas Mavericks","104","Houston Rockets","115"
"665","Sun, Jan 24, 2016","7:00 pm","Boston Celtics","112","Philadelphia 76ers","92"
"666","Sun, Jan 24, 2016","6:00 pm","Los Angeles Clippers","94","Toronto Raptors","112"
"667","Mon, Jan 25, 2016","8:00 pm","Miami Heat","89","Chicago Bulls","84"
"668","Mon, Jan 25, 2016","7:00 pm","Minnesota Timberwolves","107","Cleveland Cavaliers","114"
"669","Mon, Jan 25, 2016","9:00 pm","Atlanta Hawks","119","Denver Nuggets","105"
"670","Mon, Jan 25, 2016","10:30 pm","San Antonio Spurs","90","Golden State Warriors","120"
"671","Mon, Jan 25, 2016","8:00 pm","Orlando Magic","102","Memphis Grizzlies","108"
"672","Mon, Jan 25, 2016","8:00 pm","Houston Rockets","112","New Orleans Pelicans","111"
"673","Mon, Jan 25, 2016","10:00 pm","Charlotte Hornets","129","Sacramento Kings","128"
"674","Mon, Jan 25, 2016","9:00 pm","Detroit Pistons","95","Utah Jazz","92"
"675","Mon, Jan 25, 2016","7:00 pm","Boston Celtics","116","Washington Wizards","91"
"676","Tue, Jan 26, 2016","7:30 pm","Miami Heat","102","Brooklyn Nets","98"
"677","Tue, Jan 26, 2016","7:00 pm","Los Angeles Clippers","91","Indiana Pacers","89"
"678","Tue, Jan 26, 2016","10:30 pm","Dallas Mavericks","92","Los Angeles Lakers","90"
"679","Tue, Jan 26, 2016","8:00 pm","Orlando Magic","100","Milwaukee Bucks","107"
"680","Tue, Jan 26, 2016","7:30 pm","Oklahoma City Thunder","128","New York Knicks","122"
"681","Tue, Jan 26, 2016","7:00 pm","Phoenix Suns","103","Philadelphia 76ers","113"
"682","Tue, Jan 26, 2016","10:00 pm","Sacramento Kings","97","Portland Trail Blazers","112"
"683","Tue, Jan 26, 2016","7:30 pm","Washington Wizards","89","Toronto Raptors","106"
"684","Wed, Jan 27, 2016","8:00 pm","Los Angeles Clippers","85","Atlanta Hawks","83"
"685","Wed, Jan 27, 2016","7:30 pm","Denver Nuggets","103","Boston Celtics","111"
"686","Wed, Jan 27, 2016","7:00 pm","Phoenix Suns","93","Cleveland Cavaliers","115"
"687","Wed, Jan 27, 2016","7:30 pm","Philadelphia 76ers","97","Detroit Pistons","110"
"688","Wed, Jan 27, 2016","10:30 pm","Dallas Mavericks","107","Golden State Warriors","127"
"689","Wed, Jan 27, 2016","8:00 pm","Oklahoma City Thunder","126","Minnesota Timberwolves","123"
"690","Wed, Jan 27, 2016","8:00 pm","Houston Rockets","99","San Antonio Spurs","130"
"691","Wed, Jan 27, 2016","9:00 pm","Charlotte Hornets","73","Utah Jazz","102"
"692","Thu, Jan 28, 2016","7:00 pm","Atlanta Hawks","92","Indiana Pacers","111"
"693","Thu, Jan 28, 2016","10:30 pm","Chicago Bulls","114","Los Angeles Lakers","91"
"694","Thu, Jan 28, 2016","8:00 pm","Milwaukee Bucks","83","Memphis Grizzlies","103"
"695","Thu, Jan 28, 2016","8:00 pm","Sacramento Kings","105","New Orleans Pelicans","114"
"696","Thu, Jan 28, 2016","8:00 pm","New York Knicks","93","Toronto Raptors","103"
"697","Thu, Jan 28, 2016","7:00 pm","Denver Nuggets","117","Washington Wizards","113"
"698","Fri, Jan 29, 2016","7:30 pm","Orlando Magic","94","Boston Celtics","113"
"699","Fri, Jan 29, 2016","8:30 pm","Brooklyn Nets","79","Dallas Mavericks","91"
"700","Fri, Jan 29, 2016","7:30 pm","Cleveland Cavaliers","114","Detroit Pistons","106"
"701","Fri, Jan 29, 2016","10:30 pm","Los Angeles Lakers","93","Los Angeles Clippers","105"
"702","Fri, Jan 29, 2016","8:00 pm","Miami Heat","107","Milwaukee Bucks","103"
"703","Fri, Jan 29, 2016","7:30 pm","Phoenix Suns","84","New York Knicks","102"
"704","Fri, Jan 29, 2016","8:00 pm","Houston Rockets","108","Oklahoma City Thunder","116"
"705","Fri, Jan 29, 2016","10:00 pm","Charlotte Hornets","91","Portland Trail Blazers","109"
"706","Fri, Jan 29, 2016","9:00 pm","Minnesota Timberwolves","90","Utah Jazz","103"
"707","Sat, Jan 30, 2016","8:30 pm","San Antonio Spurs","103","Cleveland Cavaliers","117"
"708","Sat, Jan 30, 2016","8:00 pm","Washington Wizards","123","Houston Rockets","122"
"709","Sat, Jan 30, 2016","7:00 pm","Denver Nuggets","105","Indiana Pacers","109"
"710","Sat, Jan 30, 2016","8:00 pm","Sacramento Kings","117","Memphis Grizzlies","121"
"711","Sat, Jan 30, 2016","7:00 pm","Brooklyn Nets","103","New Orleans Pelicans","105"
"712","Sat, Jan 30, 2016","5:00 pm","Golden State Warriors","108","Philadelphia 76ers","105"
"713","Sat, Jan 30, 2016","6:30 pm","Detroit Pistons","107","Toronto Raptors","111"
"714","Sun, Jan 31, 2016","7:00 pm","Phoenix Suns","78","Dallas Mavericks","91"
"715","Sun, Jan 31, 2016","3:30 pm","Chicago Bulls","93","Los Angeles Clippers","120"
"716","Sun, Jan 31, 2016","9:30 pm","Charlotte Hornets","101","Los Angeles Lakers","82"
"717","Sun, Jan 31, 2016","6:00 pm","Atlanta Hawks","87","Miami Heat","105"
"718","Sun, Jan 31, 2016","7:30 pm","Golden State Warriors","116","New York Knicks","95"
"719","Sun, Jan 31, 2016","6:00 pm","Boston Celtics","114","Orlando Magic","119"
"720","Sun, Jan 31, 2016","9:00 pm","Minnesota Timberwolves","93","Portland Trail Blazers","96"
"721","Mon, Feb 1, 2016","8:00 pm","Dallas Mavericks","97","Atlanta Hawks","112"
"722","Mon, Feb 1, 2016","7:30 pm","Detroit Pistons","105","Brooklyn Nets","100"
"723","Mon, Feb 1, 2016","9:00 pm","Toronto Raptors","93","Denver Nuggets","112"
"724","Mon, Feb 1, 2016","7:00 pm","Cleveland Cavaliers","111","Indiana Pacers","106"
"725","Mon, Feb 1, 2016","8:00 pm","Memphis Grizzlies","110","New Orleans Pelicans","95"
"726","Mon, Feb 1, 2016","8:00 pm","Washington Wizards","98","Oklahoma City Thunder","114"
"727","Mon, Feb 1, 2016","10:00 pm","Milwaukee Bucks","104","Sacramento Kings","111"
"728","Mon, Feb 1, 2016","8:30 pm","Orlando Magic","92","San Antonio Spurs","107"
"729","Mon, Feb 1, 2016","9:00 pm","Chicago Bulls","96","Utah Jazz","105"
"730","Tue, Feb 2, 2016","8:00 pm","Miami Heat","102","Houston Rockets","115"
"731","Tue, Feb 2, 2016","10:30 pm","Minnesota Timberwolves","115","Los Angeles Lakers","119"
"732","Tue, Feb 2, 2016","7:30 pm","Boston Celtics","97","New York Knicks","89"
"733","Tue, Feb 2, 2016","9:00 pm","Toronto Raptors","104","Phoenix Suns","97"
"734","Tue, Feb 2, 2016","10:00 pm","Milwaukee Bucks","95","Portland Trail Blazers","107"
"735","Wed, Feb 3, 2016","7:30 pm","Detroit Pistons","95","Boston Celtics","102"
"736","Wed, Feb 3, 2016","7:30 pm","Indiana Pacers","114","Brooklyn Nets","100"
"737","Wed, Feb 3, 2016","7:00 pm","Cleveland Cavaliers","97","Charlotte Hornets","106"
"738","Wed, Feb 3, 2016","8:30 pm","Miami Heat","93","Dallas Mavericks","90"
"739","Wed, Feb 3, 2016","10:30 pm","Minnesota Timberwolves","108","Los Angeles Clippers","102"
"740","Wed, Feb 3, 2016","8:00 pm","Orlando Magic","114","Oklahoma City Thunder","117"
"741","Wed, Feb 3, 2016","7:00 pm","Atlanta Hawks","124","Philadelphia 76ers","86"
"742","Wed, Feb 3, 2016","10:00 pm","Chicago Bulls","107","Sacramento Kings","102"
"743","Wed, Feb 3, 2016","8:30 pm","New Orleans Pelicans","97","San Antonio Spurs","110"
"744","Wed, Feb 3, 2016","9:00 pm","Denver Nuggets","81","Utah Jazz","85"
"745","Wed, Feb 3, 2016","8:00 pm","Golden State Warriors","134","Washington Wizards","121"
"746","Thu, Feb 4, 2016","7:00 pm","New York Knicks","105","Detroit Pistons","111"
"747","Thu, Feb 4, 2016","9:30 pm","Los Angeles Lakers","99","New Orleans Pelicans","96"
"748","Thu, Feb 4, 2016","9:00 pm","Houston Rockets","111","Phoenix Suns","105"
"749","Thu, Feb 4, 2016","10:00 pm","Toronto Raptors","110","Portland Trail Blazers","103"
"750","Fri, Feb 5, 2016","7:00 pm","Indiana Pacers","96","Atlanta Hawks","102"
"751","Fri, Feb 5, 2016","7:30 pm","Sacramento Kings","119","Brooklyn Nets","128"
"752","Fri, Feb 5, 2016","7:00 pm","Miami Heat","98","Charlotte Hornets","95"
"753","Fri, Feb 5, 2016","7:30 pm","Boston Celtics","104","Cleveland Cavaliers","103"
"754","Fri, Feb 5, 2016","9:30 pm","San Antonio Spurs","116","Dallas Mavericks","90"
"755","Fri, Feb 5, 2016","9:00 pm","Chicago Bulls","110","Denver Nuggets","115"
"756","Fri, Feb 5, 2016","7:30 pm","Memphis Grizzlies","91","New York Knicks","85"
"757","Fri, Feb 5, 2016","7:00 pm","Los Angeles Clippers","107","Orlando Magic","93"
"758","Fri, Feb 5, 2016","9:00 pm","Milwaukee Bucks","81","Utah Jazz","84"
"759","Fri, Feb 5, 2016","7:00 pm","Philadelphia 76ers","94","Washington Wizards","106"
"760","Sat, Feb 6, 2016","7:00 pm","Washington Wizards","104","Charlotte Hornets","108"
"761","Sat, Feb 6, 2016","7:30 pm","New Orleans Pelicans","84","Cleveland Cavaliers","99"
"762","Sat, Feb 6, 2016","9:00 pm","Oklahoma City Thunder","108","Golden State Warriors","116"
"763","Sat, Feb 6, 2016","5:00 pm","Portland Trail Blazers","96","Houston Rockets","79"
"764","Sat, Feb 6, 2016","7:00 pm","Detroit Pistons","104","Indiana Pacers","112"
"765","Sat, Feb 6, 2016","8:00 pm","Dallas Mavericks","114","Memphis Grizzlies","110"
"766","Sat, Feb 6, 2016","8:00 pm","Chicago Bulls","105","Minnesota Timberwolves","112"
"767","Sat, Feb 6, 2016","7:30 pm","Brooklyn Nets","98","Philadelphia 76ers","103"
"768","Sat, Feb 6, 2016","9:00 pm","Utah Jazz","98","Phoenix Suns","89"
"769","Sat, Feb 6, 2016","8:30 pm","Los Angeles Lakers","102","San Antonio Spurs","106"
"770","Sun, Feb 7, 2016","1:00 pm","Sacramento Kings","119","Boston Celtics","128"
"771","Sun, Feb 7, 2016","2:00 pm","Los Angeles Clippers","100","Miami Heat","93"
"772","Sun, Feb 7, 2016","1:00 pm","Denver Nuggets","101","New York Knicks","96"
"773","Sun, Feb 7, 2016","1:00 pm","Atlanta Hawks","94","Orlando Magic","96"
"774","Mon, Feb 8, 2016","8:00 pm","Orlando Magic","117","Atlanta Hawks","110"
"775","Mon, Feb 8, 2016","7:30 pm","Denver Nuggets","104","Brooklyn Nets","105"
"776","Mon, Feb 8, 2016","7:00 pm","Chicago Bulls","91","Charlotte Hornets","108"
"777","Mon, Feb 8, 2016","7:00 pm","Sacramento Kings","100","Cleveland Cavaliers","120"
"778","Mon, Feb 8, 2016","7:30 pm","Toronto Raptors","103","Detroit Pistons","89"
"779","Mon, Feb 8, 2016","7:00 pm","Los Angeles Lakers","87","Indiana Pacers","89"
"780","Mon, Feb 8, 2016","8:00 pm","Portland Trail Blazers","112","Memphis Grizzlies","106"
"781","Mon, Feb 8, 2016","8:00 pm","New Orleans Pelicans","116","Minnesota Timberwolves","102"
"782","Mon, Feb 8, 2016","7:00 pm","Los Angeles Clippers","98","Philadelphia 76ers","92"
"783","Mon, Feb 8, 2016","9:00 pm","Oklahoma City Thunder","122","Phoenix Suns","106"
"784","Tue, Feb 9, 2016","8:30 pm","Utah Jazz","121","Dallas Mavericks","119"
"785","Tue, Feb 9, 2016","10:30 pm","Houston Rockets","110","Golden State Warriors","123"
"786","Tue, Feb 9, 2016","8:00 pm","San Antonio Spurs","119","Miami Heat","101"
"787","Tue, Feb 9, 2016","8:00 pm","Boston Celtics","111","Milwaukee Bucks","112"
"788","Tue, Feb 9, 2016","8:00 pm","Washington Wizards","111","New York Knicks","108"
"789","Wed, Feb 10, 2016","7:30 pm","Los Angeles Clippers","134","Boston Celtics","139"
"790","Wed, Feb 10, 2016","7:30 pm","Memphis Grizzlies","109","Brooklyn Nets","90"
"791","Wed, Feb 10, 2016","8:00 pm","Atlanta Hawks","113","Chicago Bulls","90"
"792","Wed, Feb 10, 2016","8:00 pm","Los Angeles Lakers","111","Cleveland Cavaliers","120"
"793","Wed, Feb 10, 2016","7:30 pm","Denver Nuggets","103","Detroit Pistons","92"
"794","Wed, Feb 10, 2016","7:00 pm","Charlotte Hornets","117","Indiana Pacers","95"
"795","Wed, Feb 10, 2016","8:00 pm","Toronto Raptors","112","Minnesota Timberwolves","117"
"796","Wed, Feb 10, 2016","8:00 pm","Utah Jazz","96","New Orleans Pelicans","100"
"797","Wed, Feb 10, 2016","7:00 pm","San Antonio Spurs","98","Orlando Magic","96"
"798","Wed, Feb 10, 2016","7:00 pm","Sacramento Kings","114","Philadelphia 76ers","110"
"799","Wed, Feb 10, 2016","9:00 pm","Golden State Warriors","112","Phoenix Suns","104"
"800","Wed, Feb 10, 2016","10:30 pm","Houston Rockets","103","Portland Trail Blazers","116"
"801","Thu, Feb 11, 2016","8:00 pm","Washington Wizards","92","Milwaukee Bucks","99"
"802","Thu, Feb 11, 2016","8:00 pm","New Orleans Pelicans","95","Oklahoma City Thunder","121"
"803","Thu, Feb 18, 2016","8:00 pm","Chicago Bulls","95","Cleveland Cavaliers","106"
"804","Thu, Feb 18, 2016","10:30 pm","San Antonio Spurs","86","Los Angeles Clippers","105"
"805","Thu, Feb 18, 2016","7:00 pm","Utah Jazz","89","Washington Wizards","103"
"806","Fri, Feb 19, 2016","8:00 pm","Miami Heat","115","Atlanta Hawks","111"
"807","Fri, Feb 19, 2016","7:30 pm","New York Knicks","98","Brooklyn Nets","109"
"808","Fri, Feb 19, 2016","8:00 pm","Toronto Raptors","106","Chicago Bulls","116"
"809","Fri, Feb 19, 2016","10:30 pm","San Antonio Spurs","119","Los Angeles Lakers","113"
"810","Fri, Feb 19, 2016","8:00 pm","Minnesota Timberwolves","104","Memphis Grizzlies","109"
"811","Fri, Feb 19, 2016","8:00 pm","Charlotte Hornets","98","Milwaukee Bucks","95"
"812","Fri, Feb 19, 2016","8:00 pm","Philadelphia 76ers","114","New Orleans Pelicans","121"
"813","Fri, Feb 19, 2016","8:00 pm","Indiana Pacers","101","Oklahoma City Thunder","98"
"814","Fri, Feb 19, 2016","7:00 pm","Dallas Mavericks","104","Orlando Magic","110"
"815","Fri, Feb 19, 2016","9:30 pm","Houston Rockets","116","Phoenix Suns","100"
"816","Fri, Feb 19, 2016","10:00 pm","Golden State Warriors","105","Portland Trail Blazers","137"
"817","Fri, Feb 19, 2016","10:00 pm","Denver Nuggets","110","Sacramento Kings","116"
"818","Fri, Feb 19, 2016","10:30 pm","Boston Celtics","93","Utah Jazz","111"
"819","Fri, Feb 19, 2016","7:00 pm","Detroit Pistons","86","Washington Wizards","98"
"820","Sat, Feb 20, 2016","7:30 pm","Milwaukee Bucks","117","Atlanta Hawks","109"
"821","Sat, Feb 20, 2016","8:30 pm","Golden State Warriors","115","Los Angeles Clippers","112"
"822","Sat, Feb 20, 2016","7:30 pm","Washington Wizards","94","Miami Heat","114"
"823","Sat, Feb 20, 2016","8:00 pm","New York Knicks","103","Minnesota Timberwolves","95"
"824","Sun, Feb 21, 2016","6:00 pm","Charlotte Hornets","104","Brooklyn Nets","96"
"825","Sun, Feb 21, 2016","8:00 pm","Los Angeles Lakers","115","Chicago Bulls","126"
"826","Sun, Feb 21, 2016","7:00 pm","Philadelphia 76ers","103","Dallas Mavericks","129"
"827","Sun, Feb 21, 2016","5:00 pm","Boston Celtics","121","Denver Nuggets","101"
"828","Sun, Feb 21, 2016","3:30 pm","New Orleans Pelicans","111","Detroit Pistons","106"
"829","Sun, Feb 21, 2016","3:30 pm","Cleveland Cavaliers","115","Oklahoma City Thunder","92"
"830","Sun, Feb 21, 2016","6:00 pm","Indiana Pacers","105","Orlando Magic","102"
"831","Sun, Feb 21, 2016","5:00 pm","San Antonio Spurs","118","Phoenix Suns","111"
"832","Sun, Feb 21, 2016","9:00 pm","Utah Jazz","111","Portland Trail Blazers","115"
"833","Sun, Feb 21, 2016","6:00 pm","Memphis Grizzlies","85","Toronto Raptors","98"
"834","Mon, Feb 22, 2016","8:00 pm","Golden State Warriors","102","Atlanta Hawks","92"
"835","Mon, Feb 22, 2016","7:00 pm","Detroit Pistons","96","Cleveland Cavaliers","88"
"836","Mon, Feb 22, 2016","10:30 pm","Phoenix Suns","84","Los Angeles Clippers","124"
"837","Mon, Feb 22, 2016","7:30 pm","Indiana Pacers","93","Miami Heat","101"
"838","Mon, Feb 22, 2016","8:00 pm","Los Angeles Lakers","101","Milwaukee Bucks","108"
"839","Mon, Feb 22, 2016","8:00 pm","Boston Celtics","122","Minnesota Timberwolves","124"
"840","Mon, Feb 22, 2016","7:30 pm","Toronto Raptors","122","New York Knicks","95"
"841","Tue, Feb 23, 2016","9:00 pm","Sacramento Kings","114","Denver Nuggets","110"
"842","Tue, Feb 23, 2016","7:00 pm","Orlando Magic","124","Philadelphia 76ers","115"
"843","Tue, Feb 23, 2016","10:00 pm","Brooklyn Nets","104","Portland Trail Blazers","112"
"844","Tue, Feb 23, 2016","9:00 pm","Houston Rockets","114","Utah Jazz","117"
"845","Tue, Feb 23, 2016","7:00 pm","New Orleans Pelicans","89","Washington Wizards","109"
"846","Wed, Feb 24, 2016","8:00 pm","Washington Wizards","104","Chicago Bulls","109"
"847","Wed, Feb 24, 2016","7:00 pm","Charlotte Hornets","103","Cleveland Cavaliers","114"
"848","Wed, Feb 24, 2016","8:30 pm","Oklahoma City Thunder","116","Dallas Mavericks","103"
"849","Wed, Feb 24, 2016","7:30 pm","Philadelphia 76ers","91","Detroit Pistons","111"
"850","Wed, Feb 24, 2016","7:00 pm","New York Knicks","105","Indiana Pacers","108"
"851","Wed, Feb 24, 2016","10:30 pm","Denver Nuggets","87","Los Angeles Clippers","81"
"852","Wed, Feb 24, 2016","8:00 pm","Los Angeles Lakers","119","Memphis Grizzlies","128"
"853","Wed, Feb 24, 2016","7:30 pm","Golden State Warriors","118","Miami Heat","112"
"854","Wed, Feb 24, 2016","10:30 pm","San Antonio Spurs","108","Sacramento Kings","92"
"855","Wed, Feb 24, 2016","7:30 pm","Minnesota Timberwolves","105","Toronto Raptors","114"
"856","Thu, Feb 25, 2016","7:30 pm","Milwaukee Bucks","107","Boston Celtics","112"
"857","Thu, Feb 25, 2016","8:00 pm","Oklahoma City Thunder","119","New Orleans Pelicans","123"
"858","Thu, Feb 25, 2016","7:00 pm","Golden State Warriors","130","Orlando Magic","114"
"859","Thu, Feb 25, 2016","9:00 pm","Brooklyn Nets","116","Phoenix Suns","106"
"860","Thu, Feb 25, 2016","10:30 pm","Houston Rockets","119","Portland Trail Blazers","105"
"861","Thu, Feb 25, 2016","10:30 pm","San Antonio Spurs","96","Utah Jazz","78"
"862","Fri, Feb 26, 2016","8:00 pm","Chicago Bulls","88","Atlanta Hawks","103"
"863","Fri, Feb 26, 2016","8:30 pm","Denver Nuggets","116","Dallas Mavericks","122"
"864","Fri, Feb 26, 2016","7:00 pm","Charlotte Hornets","96","Indiana Pacers","95"
"865","Fri, Feb 26, 2016","10:30 pm","Memphis Grizzlies","112","Los Angeles Lakers","95"
"866","Fri, Feb 26, 2016","7:30 pm","Orlando Magic","95","New York Knicks","108"
"867","Fri, Feb 26, 2016","7:00 pm","Washington Wizards","103","Philadelphia 76ers","94"
